sura,aya,text
37,23,பிறகு அவர்கள் அனைவருக்கும் நரகத்துக்கான வழியினைக் காட்டுங்கள்
37,24,சற்றே அவர்களை நிறுத்தி வையுங்கள்! அவர்களிடம் கொஞ்சம் விசாரிக்க வேண்டியிருக்கிறது!
37,25,உங்களுக்கு என்ன நேர்ந்து விட்டது? இப்போது ஏன் ஒருவருக்கொருவர் நீங்கள் உதவி புரிந்து கொள்வதில்லை?
37,26,"அடே! இன்று அவர்கள் தங்களையும் (ஒருவருக்கொருவர் மற்றவர்களையும் இறைவனிடம்) சரணடையச் செய்து கொண்டிருக்கின்றார்களே!"""
37,27,பின்னர் அவர்கள் ஒருவரையொருவர் முன்னோக்குவார்கள்; ஒருவருக்கொருவர் தர்க்கம் செய்யத் தொடங்குவார்கள்.
37,28,"(பின்பற்றி வாழ்ந்த மக்கள் தம்முடைய தலைவர்களை நோக்கி) கூறுவார்கள்: ""சரியான திசையில் வருவது போல் எங்களிடம் நீங்கள் வந்தீர்கள்."""
37,29,"அதற்கவர்கள் பதிலளிப்பார்கள்: ""இல்லை, நீங்கள்தான் நம்பிக்கை கொள்வோராய் இருக்கவில்லை!"
37,30,எங்களுக்கு உங்கள்மீது எந்த அதிகாரமும் இருந்ததில்லை. நீங்களே வரம்புமீறிய மக்களாய் வாழ்ந்தீர்கள்.
37,31,"இறுதியில், 'நாங்கள் வேதனையைச் சுவைத்தே ஆக வேண்டும்' எனும் எங்கள் இறைவனின் தீர்ப்புக்கு உரித்தானவர்களாகிவிட்டோம்!"
37,32,"ஆகவே, நாங்கள் உங்களை வழிதவறச்செய்தோம். ஏனெனில், நாங்களே வழிதவறிப்போயிருந்தோம்!"""
37,33,இவ்வாறு அந்நாளில் அவர்கள் அனைவரும் வேதனையில் பங்கு பெறுபவர்களாய் இருப்பார்கள்.
37,34,"திண்ணமாக, நாம் குற்றவாளிகளை இவ்வாறுதான் நடத்துகின்றோம்."
37,35,"இவர்கள் எப்படிப்பட்டவர்களாய் இருந்தார்களெனில், ""உண்மையான இறைவன் அல்லாஹ்வைத் தவிர வேறு யாரும் இல்லை"" என்று அவர்களிடம் கூறப்பட்டபோது, அவர்கள் தற்பெருமை கொண்டார்கள்;"
37,36,"மேலும், கூறினார்கள்: 'பைத்தியம் பிடித்த ஒரு கவிஞருக்காக எங்களுடைய தெய்வங்களை நாங்கள் கைவிட்டு விடுவோமா என்ன?'"
37,37,"அவரோ உண்மையில் சத்தியத்தைக் கொண்டு வந்திருந்தார்; மேலும், ஏனைய இறைத்தூதர்களை மெய்ப்படுத்திக் கொண்டுமிருந்தார்."
37,38,(இப்போது அவர்களிடம் கூறப்படும்:) 'துன்புறுத்தும் வேதனையின் இன்பத்தை நீங்கள் சுவைக்கப் போவது திண்ணம்.
37,39,உங்களுக்கு எவ்விதக் கூலி கொடுக்கப்பட்டாலும் நீங்கள் செய்துகொண்டிருந்த அதே செயல்களுக்குப் பதிலாகத்தான் அது கொடுக்கப்படும்.'
37,40,"ஆயினும், அல்லாஹ்வின் வாய்மையான அடியார்கள் இந்தத் தீயகதியிலிருந்து பாதுகாக்கப்படுவார்கள்."
37,41,நன்கு அறியப்பட்ட அருட்பேறுகள் அவர்களுக்கு இருக்கின்றன;
37,42,எல்லாவகையான சுவையான பொருள்களும்! அவர்கள் கண்ணியத்தோடு அமர்த்தப்படுவார்கள்.
37,43,அருள் நிறைந்த சுவனப்பூங்காக்களில்
37,44,மஞ்சங்களில் எதிரெதிரே உட்கார்ந்திருப்பார்கள்.
37,45,மது ஊற்றுகளிலிருந்து நிரப்பப் பெற்ற கிண்ணங்கள் அவர்களிடையே சுற்றிவரச் செய்யப்படும்.
37,46,ஒளிரக்கூடிய மது அது பருகுவோருக்குச் சுவையாக இருக்கும்.
37,47,(அவர்களின் உடல்களுக்கு) அதனால் எந்தத் தீங்கும் ஏற்படாது; அவர்களின் மதியும் கெட்டுப்போகாது.
37,48,"மேலும், தாழ்த்திய பார்வை உடைய அழகிய கண்களைக்கொண்ட நங்கையரும் அவர்களிடம் இருப்பர்."
37,49,அப்பெண்கள் முட்டை ஓட்டின் கீழே மறைந்திருக்கும் மெல்லிய தோலைப் போன்று மென்மையாய் இருப்பார்கள்.
37,50,"பிறகு, அவர்கள் ஒருவர் மற்றவரின் பக்கம் முன்னோக்கி நிலைமைகளை விசாரிப்பார்கள்."
37,51,"அவர்களில் ஒருவர் கூறுவார் ""(உலகில்) எனக்கு ஒரு நண்பன் இருந்தான்."
37,52,"'என்ன, உண்மை என ஏற்றுக்கொள்பவரில் நீயும் ஒருவனா?"
37,53,"நாம் இறந்து மண்ணோடு மண்ணாகி எலும்புக் கூடுகளாய் ஆன பின்னரும் திண்ணமாக நமக்குக் கூலியும், தண்டனையும் வழங்கப்படுமா?' என்றெல்லாம் அவன் என்னிடம் வினவிக்கொண்டிருந்தான்."
37,54,"(இப்போது அவன் எங்கிருக்கின்றான் என்பதை) நீங்கள் காண விரும்புகின்றீர்களா?"""
37,55,இவ்வாறு கூறிக்கொண்டே அவர் குனிவார். அப்போது நரகின் ஆழத்தில் அவனைக் கண்டு கொள்வார்.
37,56,"மேலும், அவனை நோக்கிக் கூறுவார்: ""அல்லாஹ்வின் மீது ஆணையாக! நிச்சயம் நீ என்னை அழித்துவிடவே முனைந்திருந்தாய்."
37,57,"என் இறைவனின் அருள் என்னை அரவணைக்காதிருந்தால், பிடித்துக் கொண்டு வரப்பட்டிருப்பவர்களில் நானும் ஒருவனாகி இருந்திருப்பேன்."
37,58,"சரி, இனி நாம் மரணிக்கக்கூடியவர் அல்லவே!"
37,59,"நமக்கு வரவேண்டிய மரணமோ முன்பே வந்துவிட்டதே! இனி நமக்கு எவ்வித வேதனையும் ஏற்படப்போவதில்லை!"""
37,60,"திண்ணமாக, இதுவே மகத்தான வெற்றியாகும்."
37,61,செயல்படுவோர் இத்தகைய வெற்றிக்காகவே செயல்பட வேண்டும்!
37,62,இந்த விருந்து சிறந்ததா? அல்லது 'ஜக்கூம்' மரமா? (என்பதை நீங்கள் கூறுங்கள்).
37,63,நாம் அந்த மரத்தை அக்கிரமக்காரர்களுக்கு ஒரு சோதனையாக ஆக்கியிருக்கிறோம்.
37,64,அது நரகத்தின் அடித்தளத்திலிருந்து முளைத்து வருகின்ற ஒரு மரம்.
37,65,அதன் பாளை ஷைத்தான்களின் தலைகளைப் போன்றிருக்கும்.
37,66,நரகவாசிகள்தாம் அதனைத் தின்பார்கள். மேலும் அதனைக் கொண்டே வயிறுகளை நிரப்புவார்கள்.
37,67,"பிறகு, அத்துடன் அவர்களுக்கு கொதிக்கும் நீர் குடிக்கக் கிடைக்கும்."
37,68,பின்னர் அதே நரகத்திற்குத்தான் அவர்கள் திரும்பிச் செல்ல வேண்டும்.
37,69,"இவர்கள் எப்படிப்பட்ட மக்களென்றால், தம் முன்னோர்கள் நெறிதவறிச் செல்பவர்களாய் இருக்கக் கண்டார்கள்."
37,70,"மேலும், அவர்களுடைய அடிச்சுவட்டிலேயே விரைந்து சென்றார்கள்."
37,71,உண்மையில் அவர்களுக்கு முன்னர் பெரும்பாலோர் வழிகெட்டுப் போயிருந்தார்கள்.
37,72,"மேலும், அவர்களிடையே அச்சமூட்டி எச்சரிக்கை செய்யும் தூதர்களையும் நாம் அனுப்பியிருந்தோம்."
37,73,இப்போது பாருங்கள்: அவ்வாறு எச்சரிக்கை செய்யப்பட்டவர்களின் கதி என்னவாயிற்று?
37,74,"ஆனால், இத்தீய கதியிலிருந்து தப்பித்தவர்கள், அல்லாஹ்வின் வாய்மையான அடியார்கள் மட்டுமே!"
37,75,(இதற்கு முன்னர்) நூஹ் நம்மை அழைத்திருக்கின்றார்; அப்போது எத்துணைச் சிறந்த முறையில் அவருக்கு நாம் பதிலளித்தோம் (என்பதைப் பாருங்கள்).
37,76,அவரையும் அவருடைய குடும்பத்தாரையும் கடும் துன்பத்திலிருந்து நாம் காப்பாற்றிக்கொண்டோம்.
37,77,இன்னும் அவருடைய சந்ததிகளையே நிலைத்திருக்கும்படிச் செய்தோம்.
37,78,"மேலும், பின்னர் தோன்றிய சந்ததிகளில் அவருடைய புகழையும் நற்பெயரையும் விட்டு வைத்தோம்."
37,79,சாந்தியும் சமாதானமும் பொழியட்டும் நூஹ் மீது உலக மக்கள் மத்தியில்!
37,80,நன்மை புரிவோர்க்கு இவ்வாறே நாம் கூலி வழங்கி வருகின்றோம்.
37,81,"உண்மையில், நம் மீது நம்பிக்கை கொண்ட அடியார்களுள் ஒருவராக அவர் விளங்கினார்."
37,82,"பிறகு, மற்ற கூட்டத்தார்களை நாம் மூழ்கடித்துவிட்டோம்."
37,83,"மேலும், நூஹின் வழியில் செல்பவராகவே இப்ராஹீம் இருந்தார்;"
37,84,"தம் இறைவனிடம் பண்பட்ட தூய உள்ளத்துடன் அவர் வந்தபோது,"
37,85,"தம் தந்தையிடமும் தம் சமூகத்திடமும் இவ்வாறு கூறியபோது: ""எவற்றை நீங்கள் வணங்கிக்கொண்டிருக்கின்றீர்கள்?"
37,86,அல்லாஹ்வை விடுத்துப் பொய்யாக உருவாக்கப்பட்ட கடவுளையா நீங்கள் விரும்புகின்றீர்கள்?
37,87,"பிறகு அகில உலகங்களின் அதிபதி பற்றி நீங்கள் என்னதான் நினைக்கிறீர்கள்?"""
37,88,"பிறகு, அவர் நட்சத்திரங்களின் பக்கம் ஒரு பார்வை செலுத்தினார்."
37,89,"மேலும் கூறினார்: ""நான் நோயுற்றிருக்கின்றேன்."""
37,90,"எனவே, அம்மக்கள் அவரை விட்டுவிட்டுச் சென்றுவிட்டார்கள்."
37,91,"பின்னர் அவர் அவர்களுடைய கடவுளரின் கோயிலுக்குள் இரகசியமாக நுழைந்து (அவற்றை நோக்கிக்) கூறினார்: ""நீங்கள் ஏன் சாப்பிடுவதில்லை?"
37,92,"நீங்கள் பேசாமலிருக்கிறீர்களே? உங்களுக்கு நேர்ந்ததென்ன?"""
37,93,அதன் பிறகு அவர் அவற்றின் மீது பாய்ந்து வலக்கரத்தால் தாக்கினார்.
37,94,"பின்னர், அம்மக்கள் (திரும்பி வந்ததும்) அவரிடம் ஓடிவர,"
37,95,"அவர் கேட்டார்: ""என்ன, நீங்களாகவே செதுக்கிய பொருள்களையா நீங்கள் பூஜை செய்கிறீர்கள்?"
37,96,"உண்மையில் அல்லாஹ்தானே உங்களையும் படைத்தான்; நீங்கள் உருவாக்கிய அப்பொருள்களையும் படைத்தான்?"""
37,97,"அவர்கள் தமக்கிடையே கூறிக்கொண்டார்கள். ""இவருக்காக ஒரு நெருப்புக் குண்டத்தை உருவாக்குங்கள்; கொழுந்து விட்டெரியும் நெருப்பில் இவரை வீசிவிடுங்கள்!"""
37,98,"அவருக்கு எதிராக நடவடிக்கை எடுக்க அவர்கள் திட்டமிட்டனர். எனினும், நாம் அவர்களையே தோல்வியுறச்செய்தோம்."
37,99,"இப்ராஹீம் கூறினார்: ""நான் என்னுடைய இறைவனின் பக்கம் செல்கின்றேன்; அவனே எனக்கு வழிகாட்டுவான்."
37,100,"என் இறைவா! ஒரு மகனை எனக்கு நீ வழங்குவாயாக; அவர் உத்தமரில் ஒருவராக இருக்கவேண்டும்."""
37,101,(இந்தப் பிரார்த்தனையை ஏற்றுக் கொண்டு) சாந்த குணம் கொண்ட ஒரு மகனைப் பற்றி நாம் அவருக்கு நற்செய்தி அறிவித்தோம்.
37,102,"அம்மகன் அவருடன் சேர்ந்து உழைக்கும் வயதினை அடைந்தபோது இப்ராஹீம் (ஒருநாள்) அவரிடம் கூறினார்: ""என் அருமை மகனே! நான் உன்னை பலியிடுவதாய்க் கனவு கண்டேன். உனது கருத்து என்ன என்பதைச் சொல்!"" அதற்கு அவர் கூறினார்: ""என் தந்தையே! உங்களுக்கு என்ன கட்டளையிடப்படுகிறதோ அதைச் செய்துவிடுங்கள். அல்லாஹ் நாடினால், என்னைப் பொறுமையாளர்களில் ஒருவனாகக் காண்பீர்கள்."""
37,103,"இறுதியில் அவ்விருவரும் இறைவனுக்கு முன்னால் முழுமையாகச் சரணடைந்துவிட்டார்கள். மேலும், இப்ராஹீம் மகனை முகங்குப்புறக் கிடத்தினார்."
37,104,"அப்போது நாம் அவரை அழைத்துக் கூறினோம்: ""இப்ராஹீமே!"
37,105,நீர் கனவை நனவாக்கி விட்டீர். நன்மை செய்வோருக்கு நாம் இவ்வாறே கூலி வழங்குகின்றோம்.
37,106,"திண்ணமாக, இது ஒரு தெளிவான சோதனையாய் இருந்தது."""
37,107,"மேலும், ஒரு பெரும் பலியை ஈடாகக் கொடுத்து அக்குழந்தையை நாம் விடுவித்துக் கொண்டோம்."
37,108,"பின்னர் தோன்றிய தலைமுறைகளில் அவருடைய புகழையும், நற்பெயரையும் விட்டு வைத்தோம்."
37,109,"சாந்தி உண்டாகட்டும், இப்ராஹீம் மீது!"
37,110,நன்மை புரிவோருக்கு நாம் இத்தகைய கூலியையே வழங்குகின்றோம்.
37,111,"திண்ணமாக, நம்மீது நம்பிக்கைகொண்ட அடியார்களுள் ஒருவராக அவர் திகழ்ந்தார்."
37,112,"மேலும், இஸ்ஹாக் பற்றியும் அவருக்கு நாம் நற்செய்தி அறிவித்தோம். அவர் ஒரு நபியாகவும் சான்றோர்களுள் ஒருவராகவும் இருந்தார்."
37,113,"மேலும், அவர் மீதும் இஸ்ஹாக் மீதும் அருட்பாக்கியங்களைப் பொழிந்தோம். அவ்விருவரின் வழித்தோன்றல்களில் சிலர் நன்னடத்தை கொண்டவர்களாகவும் இன்னும் சிலர் தமக்குத் தாமே வெளிப்படையாக கொடுமை புரிபவர்களாகவும் இருக்கின்றார்கள்."
37,114,"மேலும், நாம் மூஸாவுக்கும் ஹாரூனுக்கும் பேருபகாரம் செய்தோம்."
37,115,அவர்களையும் அவர்களின் சமூகத்தார்களையும் மாபெரும் துன்பத்திலிருந்து விடுவித்தோம்.
37,116,அவர்களுக்கு உதவி வழங்கினோம். அதன் காரணமாக அவர்களே வெற்றி கொள்வோராகத் திகழ்ந்தார்கள்.
37,117,மிகத் தெளிவான வேதத்தை அவர்களுக்கு வழங்கினோம்.
37,118,"மேலும், அவர்களுக்கு நேரிய வழியையும் காண்பித்தோம்."
37,119,"பின்னர் தோன்றிய தலைமுறைகளில் அவருடைய புகழையும், நற்பெயரையும் நிலைத்திருக்கச் செய்தோம்."
37,120,"சாந்தி உண்டாகட்டும், மூஸா மற்றும் ஹாரூன் மீது!"
37,121,நன்மை செய்வோருக்கு நாம் இத்தகைய நற்கூலியையே வழங்குகின்றோம்.
37,122,உண்மையில் அவ்விருவரும் நம் மீது நம்பிக்கை கொண்ட அடியார்களுள் உள்ளவர்களாவர்.
37,123,"மேலும், இல்யாஸும் திண்ணமாக இறைத்தூதர்களில் ஒருவராய் இருந்தார்."
37,124,அவர் தம் சமூகத்தாரிடம் இவ்வாறு கூறிய சந்தர்ப்பத்தை நினைத்துப்பாருங்கள்: நீங்கள் அஞ்சுவதில்லையா?
37,125,'பஅலை' அழைக்கின்றீர்கள். படைப்பாளர்களிலெல்லாம் மிகச் சிறந்தவனை விட்டுவிடுகின்றீர்களே!
37,126,"அதாவது, உங்களின் அதிபதியும், உங்களுக்கு முன் சென்ற உங்கள் மூதாதையர்களின் அதிபதியுமான அல்லாஹ்வை!"
37,127,"ஆயினும், அவர்கள் அவரைப் பொய்யர் எனத் தூற்றினார்கள். ஆகையால், திண்ணமாக அவர்கள் இப்போது தண்டனைக்காகக் கொண்டுவரப்படுபவர்களாய் உள்ளனர்."
37,128,"ஆனால், வாய்மையாளர்களாய் ஆக்கப்பட்ட அல்லாஹ்வின் அடியார்களைத் தவிர!"
37,129,"மேலும், பின் தோன்றிய தலைமுறைகளில் இல்யாஸுடைய நற்புகழை நிலைப்படுத்தினோம்."
37,130,"சாந்தி உண்டாகட்டும், இல்யாஸ் மீது!"
37,131,நன்மை செய்வோருக்குத் திண்ணமாக நாம் இத்தகைய கூலியையே வழங்குகின்றோம்.
37,132,உண்மையில் நம்மீது நம்பிக்கை கொண்ட அடியார்களுள் ஒருவராய் அவர் திகழ்ந்தார்.
37,133,"மேலும், இறைத்தூதர்களாய் அனுப்பப்பட்டவர்களுள் லூத்தும் ஒருவராய்த் திகழ்ந்தார்."
37,134,"அந்தச் சந்தர்ப்பத்தை நினைவு கூருங்கள்: லூத்தையும், அவருடைய குடும்பத்தார் அனைவரையும் நாம் காப்பாற்றினோம்."
37,135,பின்தங்கியவர்களோடு சேர்ந்துவிட்ட ஒரு கிழவியைத் தவிர!
37,136,"பின்னர், எஞ்சியிருந்த மற்றவர்கள் அனைவரையும் அடியோடு அழித்துவிட்டோம்."
37,137,"நீங்கள் (இப்போது இரவிலும், பகலிலும்) அழிந்து போன அவர்களின் நகரங்களின் அருகே கடந்து சென்று கொண்டிருக்கிறீர்கள்!"
37,138,"நீங்கள் அறிவு பெறமாட்டீர்களா, என்ன?"
37,139,"திண்ணமாக, யூனுஸும் இறைத்தூதர்களுள் ஒருவராய் இருந்தார்."
37,140,அவர் ஒரு நிரம்பிய கப்பலை நோக்கி ஓடிய நேரத்தை நினைத்துப் பாருங்கள்!
37,141,"பிறகு, சீட்டுக் குலுக்கலில் கலந்து கொண்டார். அதில் தோற்றுப் போனார்."
37,142,இறுதியில் மீன் ஒன்று அவரை விழுங்கியது; அவரோ பழிப்புக்குரியவராய் இருந்தார்.
37,143,அவர் இறைவனைத் துதிப்பவர்களுள் ஒருவராய் இல்லாதிருந்தால்
37,144,மறுமை நாள் வரை அந்த மீனின் வயிற்றிலேயே இருந்திருப்பார்.
37,145,இறுதியில் அவர் பெரிதும் நோயுற்றிருந்த நிலையில் ஒரு பாலைவெளியில் அவரை நாம் எறிந்தோம்.
37,146,பிறகு படர்கின்ற கொடியை அவர் மீது (நிழலிட) முளைக்கச் செய்தோம்.
37,147,"பின்னர், அவரை நாம் ஓர் இலட்சம் அல்லது அதற்கு அதிகமான மக்களிடம் அனுப்பினோம்."
37,148,அவர்கள் நம்பிக்கை கொண்டார்கள். பிறகு ஒரு குறிப்பிட்ட காலம்வரை அவர்களை வாழவிட்டோம்.
37,149,"பின்னர், இவர்களிடம் சற்று வினவுவீராக: உம் இறைவனுக்குப் பெண்மக்கள்; இவர்களுக்கு ஆண் மக்களா? (இந்தப் பேச்சு இவர்களின் மனதுக்கு சரியெனப் படுகிறதா என்ன?)"
37,150,"அல்லது உண்மையில், நாம் வானவர்களைப் பெண் மக்களாகவே படைத்திருக்கின்றோமா? கண்ணால் பார்த்தவற்றைத்தான் இவர்கள் கூறுகின்றார்களா?"
37,151,நன்கு கேட்டுக்கொள்ளுங்கள். தாமாகப் புனைந்துதான் அவர்கள் கூறுகின்றார்கள்;
37,152,"அல்லாஹ் குழந்தைகளைப் பெற்றெடுத்தான் என்று. மேலும், உண்மையில் இவர்கள் பொய்யர்களாவர்."
37,153,ஆண்மக்களை விட்டு விட்டு பெண்மக்களை அல்லாஹ் தனக்காகத் தேர்ந்தெடுத்துக் கொண்டானா?
37,154,உங்களுக்கு என்ன நேர்ந்துவிட்டது? எப்படிப்பட்ட முடிவை நீங்கள் எடுக்கிறீர்கள்!
37,155,நீங்கள் நல்லுணர்வு பெறமாட்டீர்களா?
37,156,அல்லது (உங்களின் வாதங்களுக்கு) தெளிவான ஆதாரம் உங்களிடம் இருக்கின்றதா?
37,157,நீங்கள் உண்மையாளர்களாயிருந்தால் அத்தகைய உங்கள் வேதத்தைக் கொண்டு வாருங்கள்!
37,158,அல்லாஹ்வுக்கும் வானவர்களுக்கும் இடையே இவர்கள் உறவுமுறையை ஏற்படுத்தி வைத்துள்ளார்கள். உண்மையில் இவர்கள் குற்றவாளிகளாய் கொண்டு வரப்படுவார்கள் என்பதை வானவர்கள் நன்கறிந்துள்ளார்கள்.
37,159,"(மேலும், அவர்கள் கூறுகின்றார்கள்:) அல்லாஹ் தூய்மை வாய்ந்தவன், அந்தத் தன்மைகளை விட்டு!"
37,160,"அதாவது, அவனுடைய வாய்மையான அடியார்களைத் தவிர மற்றவர்கள் (அவனைக் குறித்து) கற்பிக்கின்ற தன்மைகளை விட்டு!"
37,161,"ஆக, நீங்களும் நீங்கள் வணங்கி வருகின்ற இந்தத் தெய்வங்களும் ,"
37,162,அல்லாஹ்வை விட்டு எவரையும் திசைதிருப்பிவிட முடியாது;
37,163,"ஆனால், கொழுந்துவிட்டு எரியும் நரக நெருப்பில் எரிந்து கரிந்து போகக் கூடியவனைத்தவிர!"
37,164,"மேலும், எங்களுடைய நிலைமை என்னவெனில், எங்களில் ஒவ்வொருவருக்கும் நிர்ணயிக்கப்பட்ட ஓர் இடம் இருக்கின்றது."
37,165,"மேலும், திண்ணமாக, நாங்களே அணிவகுத்து நின்று பணிபுரிபவர்களாய் இருக்கின்றோம்."
37,166,"இன்னும் திண்ணமாக, நாங்களே துதி செய்பவர்களாய் இருக்கின்றோம்."
37,167,"திண்ணமாக, இவர்கள் முன்பு கூறிக்கொண்டிருந்தார்கள்,"
37,168,"""முந்தைய சமுதாயங்களுக்குக் கிடைத்திருந்த அறிவுரை எங்களுக்கும் கிடைத்திருந்தால்,"
37,169,"நாங்களும் அல்லாஹ்வின் வாய்மை மிக்க அடியார்களாக விளங்கி இருப்போம்"" என்று!"
37,170,ஆயினும் (அது வந்துவிட்டபோது) இவர்கள் அதனை நிராகரித்துவிட்டார்கள்! இனி (தமது நடத்தைக்கான விளைவை) அதிவிரைவில் இவர்கள் புரிந்து கொள்வார்கள்.
37,171,நம்மால் தூதர்களாக அனுப்பப்பட்ட நம்முடைய அடியார்களுக்கு நாம் முன்னரே இவ்வாறு வாக்குறுதி அளித்துள்ளோம்.
37,172,"நிச்சயமாய், அவர்கள் உதவி செய்யப்படுவார்கள்."
37,173,"மேலும், திண்ணமாக நமது படையினர்தாம் வெற்றியாளர்களாய்த் திகழ்வார்கள்."
37,174,"ஆகவே, (நபியே!) இவர்களை இவர்களுடைய நிலையிலேயே சிறிது காலம் விட்டுவிடும்!"
37,175,"மேலும், பார்த்துக் கொண்டிரும்! மிக விரைவில் இவர்களும் தாங்களாகவே கண்டு கொள்வார்கள்."
37,176,"என்ன, இவர்கள் நம்முடைய தண்டனைக்காக அவசரப்படுகின்றார்களா?"
37,177,"அது அவர்களின் முற்றத்தில் இறங்கிவிடுமாயின், எவர்களுக்கு எச்சரிக்கை செய்யப்பட்டு விட்டதோ அவர்களுக்கு அந்நாள் மிகவும் கெட்டதொரு நாளாகிவிடும்."
37,178,"எனவே, சிறிது காலத்திற்கு இவர்களை விட்டுவிடும்!"
37,179,"மேலும், பார்த்துக் கொண்டிரும்; மிக விரைவில் இவர்களும் தாமாகவே கண்டு கொள்வார்கள்!"
37,180,தூய்மையானவன் உம் இறைவன்; கண்ணியத்திற்கு உரித்தானவன்; இவர்கள் புனைந்து கூறிக்கொண்டிருக்கும் அனைத்தையும் விட்டு (அவன் தூய்மையானவன்!)
37,181,"மேலும், சாந்தி உண்டாகட்டும்; இறைத்தூதர்கள் அனைவர் மீதும்!"
37,182,இன்னும் புகழனைத்தும் அகிலங்களின் அதிபதியான அல்லாஹ்வுக்கே உரித்தானது!
38,1,"ஸாத், அறிவுரை நிறைந்த குர்ஆனின் மீது சத்தியமாக!"
38,2,"ஆயினும், எவர்கள் ஏற்றுக்கொள்ள மறுத்தார்களோ அவர்கள்தாம் பெரும் ஆணவத்திலும், பிடிவாதத்திலும் உழன்று கொண்டு இருக்கின்றார்கள்."
38,3,"இவர்களுக்கு முன் எத்தனையோ சமூகங்களை நாம் அழித்திருக்கின்றோம். (அவர்களுடைய தீயகதி வந்தபோது) அவர்கள் கூக்குரலிட்டார்கள். ஆயினும், அது தப்பிப்பதற்கான நேரமாய் இருக்கவில்லை."
38,4,"அச்சமூட்டி எச்சரிக்கை செய்யும் ஒருவர் இவர்களிலிருந்தே வந்துவிட்டார் என்பது குறித்து இவர்களுக்குப் பெரும்வியப்பு ஏற்பட்டது. நிராகரிப்பாளர்கள் கூறலாயினர்: ""இவர் ஒரு சூனியக்காரர்; சுத்தப் பொய்யர்;"
38,5,"என்ன, இவர் அத்தனை கடவுளருக்கும் பகரமாக ஒரே கடவுள்தான் என்று ஆக்கிவிட்டாரா? இது மிகவும் வியப்புக்குரிய விஷயம்தான்!"""
38,6,"மேலும், சமுதாயத் தலைவர்கள் பின்வருமாறு கூறிக்கொண்டு வெளியேறிச் சென்றார்கள்: ""செல்லுங்கள்; உங்களுடைய தெய்வங்களை வணங்குவதில் உறுதியாய் இருங்கள். திண்ணமாக, இவ்விஷயம் ஏதோ ஓர் உள்நோக்கத்துடன் கூறப்படுகின்றது;"
38,7,அண்மைக்காலத்து எந்தச் சமுதாயத்திடமும் இதனை நாம் கேள்விப்பட்டதில்லை. இது கற்பனைசெய்து கூறப்பட்டதே தவிர வேறொன்றுமில்லை.
38,8,"நம்மிடையே, அல்லாஹ்வுடைய அறிவுரை இறக்கி வைக்கப்படுவதற்கு இவர் ஒருவர் மட்டும்தான் இருந்தாரா, என்ன?"" உண்மை என்னவெனில், இவர்கள் என்னுடைய அறிவுரையின் மீது சந்தேகம் கொண்டிருக்கின்றார்கள். இவ்வாறெல்லாம் இவர்கள் பேசுவதற்குக் காரணம், இவர்கள் நான் தரும் வேதனையைச் சுவைக்கவில்லை என்பதுதான்!"
38,9,"என்ன, யாவற்றையும் மிகைத்தவனும் பெருங்கொடையாளனுமான உம் இறைவனின் அருட்களஞ்சியங்கள் இவர்களின் கைவசத்தில்தான் உள்ளனவா?"
38,10,"அல்லது இவர்கள் வானம், பூமி மற்றும் இவ்விரண்டிற்கும் இடையிலுள்ள பொருள்கள் அனைத்திற்கும் உரிமையாளர்களா? அவ்வாறாயின், இவர்கள் உலகாயத ரீதியான உச்சகட்ட சாதனங்கள் அனைத்தையும் பயன்படுத்திப் பார்க்கட்டும்."
38,11,பல கூட்டத்தினரிடையே இவர்கள் ஒரு சிறு கூட்டத்தினர்தாம்; இவர்கள் இதே இடத்தில் தோல்வி அடைய இருக்கின்றார்கள்.
38,12,"இவர்களுக்கு முன் நூஹுடைய சமூகத்தினரும், ஆத் சமூகத்தினரும், முளைகளுடைய ஃபிர்அவ்னும்,"
38,13,"மற்றும் ஸமூத் சமூகம், லூத்தின் சமூகம், ஐக்காவாசிகள் ஆகியோரும் கூட பொய்யெனத் தூற்றியிருக்கின்றார்கள்."
38,14,"கூட்டத்தினர் என்பது அவர்கள்தாம்! அவர்களில் ஒவ்வொரு கூட்டத்தாரும் தூதர்களைப் பொய்யர்கள் என வாதிட்டார்கள். எனவே, என்னுடைய தண்டனையின் தீர்ப்பு (அவர்கள் மீது) விதிக்கப்பட்டுவிட்டது."
38,15,இந்த மக்களும் ஒரே ஓர் உரத்த ஓசையையே எதிர்பார்த்திருக்கின்றார்கள். அதற்குப் பிறகு மற்றோர் உரத்த ஓசை இராது.
38,16,"இவர்கள் கூறுகிறார்கள்: ""எங்கள் இறைவனே! கேள்வி கணக்கிற்குரிய நாளுக்கு முன்பே எங்களின் பங்கினை எங்களுக்கு விரைவாகத் தந்துவிடு!"""
38,17,"(நபியே!) இவர்கள் பேசும் பேச்சுகளை பொறுத்துக் கொள்ளும். மேலும், பெரும் ஆற்றல்களைக் கொண்டிருந்த நம்முடைய அடியார் தாவூதின் வரலாற்றை இவர்களுக்கு நீர் எடுத்துக்கூறும். அவர் (ஒவ்வொரு விவகாரத்திலும் அல்லாஹ்விடமே) திரும்பக் கூடியவராக இருந்தார்."
38,18,"நாம் மலைகளை அவருக்கு வசப்படுத்திக் கொடுத்திருந்தோம். அவை காலையிலும், மாலையிலும் அவருடன் சேர்ந்து (இறைவனைத்) துதி செய்த வண்ணம் இருந்தன."
